source_url,discovered_url,email,page_title,lane,status,note
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/about/,client.services@poolspapatio.com,About Pool Spa Patio Expo | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/about/,u003eattendeecustomerservice@poolspapatio.com,About Pool Spa Patio Expo | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/about/,u003eclient.services@poolspapatio.com,About Pool Spa Patio Expo | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,attendeecustomerservice@poolspapatio.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,client.services@poolspapatio.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,joshua.noah@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,kristian.adams@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,megan.magana@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,shawn.watts@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,steve.schlange@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,tami.svarfvar@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,tony.wilson@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,u003eattendeecustomerservice@poolspapatio.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,u003eclient.services@poolspapatio.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,u003ejoshua.noah@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,u003ekristian.adams@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,u003emegan.magana@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,u003eshawn.watts@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,u003esteve.schlange@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,u003etami.svarfvar@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/contact-us/,u003etony.wilson@informa.com,Contact the PSP Expo Team | Pool Spa Patio Expo,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,attendeecustomerservice@poolspapatio.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,client.services@poolspapatio.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,constructionpr@informa.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,megan.magana@informa.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,prconstructionpr@informa.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,shawn.watts@informa.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,u003eattendeecustomerservice@poolspapatio.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,u003eclient.services@poolspapatio.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,u003econstructionpr@informa.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,u003emegan.magana@informa.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,u003eprconstructionpr@informa.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolspapatio.com/education/,https://www.poolspapatio.com/experience/press/,u003eshawn.watts@informa.com,Press & Media | Pool Spa Patio Expo,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/events/phta-calendar-of-events/,https://www.phta.org/education-certification/events/phta-calendar-of-events/,service@phta.org,PHTA Calendar of Events - Pool & Hot Tub Alliance,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/events/phta-calendar-of-events/,https://www.phta.org/main-navigation-tree/about/,service@phta.org,About - Pool & Hot Tub Alliance,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/events/phta-calendar-of-events/,https://www.phta.org/main-navigation-tree/about/about-phta/,service@phta.org,About PHTA - Pool & Hot Tub Alliance,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/events/phta-calendar-of-events/,https://www.phta.org/main-navigation-tree/about/about-phta/mission-vision/,service@phta.org,Mission & Vision - Pool & Hot Tub Alliance,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/events/phta-calendar-of-events/,https://www.phta.org/main-navigation-tree/about/about-phta/governance/,service@phta.org,Governance - Pool & Hot Tub Alliance,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/events/phta-calendar-of-events/,https://www.phta.org/main-navigation-tree/about/about-phta/2025-phta-impact-report/,service@phta.org,2025 PHTA Impact Report - Pool & Hot Tub Alliance,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/podcasts/,https://www.phta.org/education-certification/podcasts/,marketing@phta.org,Podcasts - Pool & Hot Tub Alliance,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/podcasts/,https://www.phta.org/education-certification/podcasts/,service@phta.org,Podcasts - Pool & Hot Tub Alliance,creator-media,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/podcasts/,https://www.phta.org/main-navigation-tree/about/,service@phta.org,About - Pool & Hot Tub Alliance,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/podcasts/,https://www.phta.org/main-navigation-tree/about/about-phta/,service@phta.org,About PHTA - Pool & Hot Tub Alliance,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/podcasts/,https://www.phta.org/main-navigation-tree/about/about-phta/mission-vision/,service@phta.org,Mission & Vision - Pool & Hot Tub Alliance,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/podcasts/,https://www.phta.org/main-navigation-tree/about/about-phta/governance/,service@phta.org,Governance - Pool & Hot Tub Alliance,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.phta.org/education-certification/podcasts/,https://www.phta.org/main-navigation-tree/about/about-phta/2025-phta-impact-report/,service@phta.org,2025 PHTA Impact Report - Pool & Hot Tub Alliance,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolmagazine.com/news/trade-shows/pool-tradeshows-industry-events/,https://www.poolmagazine.com/news/trade-shows/pool-tradeshows-industry-events/,info@poolmagazine.com,Pool Trade Shows & Industry Events To Attend in 2026-2027,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolmagazine.com/news/trade-shows/pool-tradeshows-industry-events/,https://www.poolmagazine.com/news/trade-shows/pool-tradeshows-industry-events/,submissions@poolmagazine.com,Pool Trade Shows & Industry Events To Attend in 2026-2027,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolmagazine.com/news/trade-shows/pool-tradeshows-industry-events/,https://www.poolmagazine.com/contact-us/,editor@poolmagazine.com,Contact Us - PoolMagazine.com - Get The Latest Pool News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolmagazine.com/news/trade-shows/pool-tradeshows-industry-events/,https://www.poolmagazine.com/contact-us/,sales@poolmagazine.com,Contact Us - PoolMagazine.com - Get The Latest Pool News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolmagazine.com/news/trade-shows/pool-tradeshows-industry-events/,https://www.poolmagazine.com/contact-us/,webmaster@poolmagazine.com,Contact Us - PoolMagazine.com - Get The Latest Pool News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolmagazine.com/pool-magazine-podcast/,https://www.poolmagazine.com/contact-us/,editor@poolmagazine.com,Contact Us - PoolMagazine.com - Get The Latest Pool News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolmagazine.com/pool-magazine-podcast/,https://www.poolmagazine.com/contact-us/,sales@poolmagazine.com,Contact Us - PoolMagazine.com - Get The Latest Pool News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolmagazine.com/pool-magazine-podcast/,https://www.poolmagazine.com/contact-us/,webmaster@poolmagazine.com,Contact Us - PoolMagazine.com - Get The Latest Pool News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.poolchasers.com/,https://www.poolchasers.com/,,,needs-review,fetch-failed,HTTP Error 404: Not Found
https://cpoclass.com/swimming-pool-podcast/,https://cpoclass.com/swimming-pool-podcast/,,,needs-review,fetch-failed,HTTP Error 404: Not Found
https://www.swimmingpoollearning.com/,https://www.swimmingpoollearning.com/,david@swimmingpoollearning.com,Swimming Pool Maintenance | Swimming Pool Learning | United States,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.swimmingpoollearning.com/,https://www.swimmingpoollearning.com/all-about-de-filters,david@swimmingpoollearning.com,D.E. Pool filters,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/pool-pros/education/,education@fspa.com,Education - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/pool-pros/education/,maria@fspa.com,Education - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/contact/,info@fspa.com,Contact - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,accounting@fspa.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,charis@fspa.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,ctyson@darkred-newt-147847.hostingersite.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,dallas@fspa.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,jessica@fspa.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,kelly@fspa.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,krista@fspa.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,lyndsey@fspa.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,maria@fspa.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,nicki@fspa.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,philip@fspa.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/,valerie@fspa.com,About - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://fspa.com/pool-pros/education/,https://fspa.com/about/privacy-policy/,valerie@fspa.com,Privacy Policy - Florida Swimming Pool Association,needs-classification,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.serviceindustrynews.net/contact-us/,https://www.serviceindustrynews.net/contact-us/,info@serviceindustrynews.net,Contact Us - Service Industry News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.serviceindustrynews.net/contact-us/,https://www.serviceindustrynews.net/contact-us/,marcelledibrell@hotmail.com,Contact Us - Service Industry News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.serviceindustrynews.net/contact-us/,https://www.serviceindustrynews.net/serviceindustrynews/news/about-us/,info@serviceindustrynews.net,About Us - Service Industry News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.serviceindustrynews.net/contact-us/,https://www.serviceindustrynews.net/serviceindustrynews/news/about-us/,marcelledibrell@hotmail.com,About Us - Service Industry News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.serviceindustrynews.net/2020/09/15/pool-spa-social-media-directory-20200915093533/,https://www.serviceindustrynews.net/contact-us/,info@serviceindustrynews.net,Contact Us - Service Industry News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.serviceindustrynews.net/2020/09/15/pool-spa-social-media-directory-20200915093533/,https://www.serviceindustrynews.net/contact-us/,marcelledibrell@hotmail.com,Contact Us - Service Industry News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.serviceindustrynews.net/2020/09/15/pool-spa-social-media-directory-20200915093533/,https://www.serviceindustrynews.net/serviceindustrynews/news/about-us/,info@serviceindustrynews.net,About Us - Service Industry News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
https://www.serviceindustrynews.net/2020/09/15/pool-spa-social-media-directory-20200915093533/,https://www.serviceindustrynews.net/serviceindustrynews/news/about-us/,marcelledibrell@hotmail.com,About Us - Service Industry News,publication,needs-verification,"Public page extraction; verify source, suppression, and fit before sending."
